Symbol,Dollar_Symbol,Name
FVRR,$FVRR,Fiverr International Ltd. Ordinary Shares no par value
FWONA,$FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock
FWONK,$FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock
FWRD,$FWRD,Forward Air Corporation Common Stock
FWRG,$FWRG,First Watch Restaurant Group Inc. Common Stock
FYBR,$FYBR,Frontier Communications Parent Inc. Common Stock
$G,$G,Genpact Limited Common Stock
GAB,$GAB,Gabelli Equity Trust Inc. (The) Common Stock
GABC,$GABC,German American Bancorp Inc. Common Stock
GAIN,$GAIN,Gladstone Investment Corporation Business Development Company
GAINN,$GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026
GAINZ,$GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028
GAM,$GAM,General American Investors Inc. Common Stock
GAMB,$GAMB,Gambling.com Group Limited Ordinary Shares
GATO,$GATO,Gatos Silver Inc. Common Stock
GATX,$GATX,GATX Corporation Common Stock
GB,$GB,Global Blue Group Holding AG Ordinary Shares
GBAB,$GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest
GBCI,$GBCI,Glacier Bancorp Inc. Common Stock
GBDC,$GBDC,Golub Capital BDC Inc. Common Stock
GBIO,$GBIO,Generation Bio Co. Common Stock
GBLI,$GBLI,Global Indemnity Group LLC Class A Common Stock (DE)
GBTG,$GBTG,Global Business Travel Group Inc. Class A Common Stock
GBX,$GBX,Greenbrier Companies Inc. (The) Common Stock
GCBC,$GCBC,Greene County Bancorp Inc. Common Stock
GCI,$GCI,Gannett Co. Inc. Common Stock
GCMG,$GCMG,GCM Grosvenor Inc. Class A Common Stock
GCO,$GCO,Genesco Inc. Common Stock
GD,$GD,General Dynamics Corporation Common Stock
GDDY,$GDDY,GoDaddy Inc. Class A Common Stock
GDEN,$GDEN,Golden Entertainment Inc. Common Stock
GDEV,$GDEV,GDEV Inc. Ordinary Shares
GDOT,$GDOT,Green Dot Corporation Class A Common Stock $0.001 par value
GDRX,$GDRX,GoodRx Holdings Inc. Class A Common Stock
GDS,$GDS,GDS Holdings Limited ADS
GDV,$GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDYN,$GDYN,Grid Dynamics Holdings Inc. Class A Common Stock
GE,$GE,General Electric Company Common Stock
GEF,$GEF,Greif Inc. Class A Common Stock
GEGGL,$GEGGL,Great Elm Group Inc.  7.25% Notes due 2027
GEHC,$GEHC,GE HealthCare Technologies Inc. Common Stock 
GEL,$GEL,Genesis Energy L.P. Common Units
GEN,$GEN,Gen Digital Inc. Common Stock
GENI,$GENI,Genius Sports Limited Ordinary Shares
GEO,$GEO,Geo Group Inc (The) REIT
GERN,$GERN,Geron Corporation Common Stock
GES,$GES,Guess? Inc. Common Stock
GETY,$GETY,Getty Images Holdings Inc. Class A Common Stock
GEVO,$GEVO,Gevo Inc. Common Stock
GFF,$GFF,Griffon Corporation Common Stock
GFI,$GFI,Gold Fields Limited American Depositary Shares
GFL,$GFL,GFL Environmental Inc. Subordinate voting shares no par value
GFS,$GFS,GlobalFoundries Inc. Ordinary Shares
GGAL,$GGAL,Grupo Financiero Galicia S.A. American Depositary Shares
GGB,$GGB,Gerdau S.A. Common Stock
GGG,$GGG,Graco Inc. Common Stock
GGR,$GGR,Gogoro Inc. Ordinary Shares
GH,$GH,Guardant Health Inc. Common Stock
GHC,$GHC,Graham Holdings Company Common Stock
GHG,$GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share
GHI,$GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests
GHLD,$GHLD,Guild Holdings Company Class A Common Stock
GHRS,$GHRS,GH Research PLC Ordinary Shares
GIB,$GIB,CGI Inc. Common Stock
GIC,$GIC,Global Industrial Company Common Stock
GIII,$GIII,G-III Apparel Group LTD. Common Stock
GIL,$GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock
GILD,$GILD,Gilead Sciences Inc. Common Stock
GILT,$GILT,Gilat Satellite Networks Ltd. Ordinary Shares
GIS,$GIS,General Mills Inc. Common Stock
GJS,$GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2
GKOS,$GKOS,Glaukos Corporation Common Stock
GL,$GL,Globe Life Inc. Common Stock
GLAD,$GLAD,Gladstone Capital Corporation Common Stock
GLBE,$GLBE,Global-E Online Ltd. Ordinary Shares
GLDD,$GLDD,Great Lakes Dredge & Dock Corporation Common Stock
GLNG,$GLNG,Golar Lng Ltd
GLOB,$GLOB,Globant S.A. Common Shares
GLP,$GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
GLPG,$GLPG,Galapagos NV American Depositary Shares
GLPI,$GLPI,Gaming and Leisure Properties Inc. Common Stock
GLRE,$GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares
GLUE,$GLUE,Monte Rosa Therapeutics Inc. Common Stock
GLW,$GLW,Corning Incorporated Common Stock
GM,$GM,General Motors Company Common Stock
GMAB,$GMAB,Genmab A/S ADS
GMBLP,$GMBLP,Esports Entertainment Group Inc. 10.0% Series A Cumulative Redeemable Convertible Preferred Stock
GME,$GME,GameStop Corporation Common Stock
GMED,$GMED,Globus Medical Inc. Class A Common Stock
GMRE,$GMRE,Global Medical REIT Inc. Common Stock
GMS,$GMS,GMS Inc. Common Stock
GNE,$GNE,Genie Energy Ltd. Class B Common Stock Stock
GNK,$GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)
GNL,$GNL,Global Net Lease Inc. Common Stock
GNLX,$GNLX,Genelux Corporation Common Stock
GNRC,$GNRC,Generac Holdlings Inc. Common Stock
GNTX,$GNTX,Gentex Corporation Common Stock
GNTY,$GNTY,Guaranty Bancshares Inc. Common Stock
GNW,$GNW,Genworth Financial Inc Common Stock
GO,$GO,Grocery Outlet Holding Corp. Common Stock
GOCO,$GOCO,GoHealth Inc. Class A Common Stock
GOEV,$GOEV,Canoo Inc. Class A Common Stock
GOGL,$GOGL,Golden Ocean Group Limited Common Stock
GOGO,$GOGO,Gogo Inc. Common Stock
GOL,$GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares
GOLD,$GOLD,Barrick Gold Corporation Common Stock (BC)
GOLF,$GOLF,Acushnet Holdings Corp. Common Stock
GOOD,$GOOD,Gladstone Commercial Corporation Real Estate Investment Trust
GOODN,$GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock
GOODO,$GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share
GOOG,$GOOG,Alphabet Inc. Class C Capital Stock
GOOGL,$GOOGL,Alphabet Inc. Class A Common Stock
GOOS,$GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GOTU,$GOTU,Gaotu Techedu Inc. American Depositary Shares
GPC,$GPC,Genuine Parts Company Common Stock
GPCR,$GPCR,Structure Therapeutics Inc. American Depositary Shares
GPI,$GPI,Group 1 Automotive Inc. Common Stock
GPK,$GPK,Graphic Packaging Holding Company
GPN,$GPN,Global Payments Inc. Common Stock
GPOR,$GPOR,Gulfport Energy Corporation Common Shares
GPP,$GPP,Green Plains Partners LP Common Units
GPRE,$GPRE,Green Plains Inc. Common Stock
GPRK,$GPRK,Geopark Ltd Common Shares
GPRO,$GPRO,GoPro Inc. Class A Common Stock
GPS,$GPS,Gap Inc. (The) Common Stock
GRAB,$GRAB,Grab Holdings Limited Class A Ordinary Shares
GRABW,$GRABW,Grab Holdings Limited Warrant
GRBK,$GRBK,Green Brick Partners Inc. Common Stock
GRC,$GRC,Gorman-Rupp Company (The) Common Stock
GREEL,$GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026
GRFS,$GRFS,Grifols S.A. American Depositary Shares
GRFX,$GRFX,Graphex Group Limited American Depositary Shares each American Depositary Share representing 20 Ordinary Shares
GRMN,$GRMN,Garmin Ltd. Common Stock (Switzerland)
GRND,$GRND,Grindr Inc. Common Stock
GRNT,$GRNT,Granite Ridge Resources Inc. Common Stock
GRVY,$GRVY,GRAVITY Co. Ltd. American Depository Shares
GS,$GS,Goldman Sachs Group Inc. (The) Common Stock
GSAT,$GSAT,Globalstar Inc. Common Stock
GSBC,$GSBC,Great Southern Bancorp Inc. Common Stock
GSBD,$GSBD,Goldman Sachs BDC Inc. Common Stock
GSHD,$GSHD,Goosehead Insurance Inc. Class A Common Stock
GSK,$GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares)
GSL,$GSL,Global Ship Lease Inc New Class A Common Shares
GSM,$GSM,Ferroglobe PLC Ordinary Shares
GT,$GT,The Goodyear Tire & Rubber Company Common Stock
GTES,$GTES,Gates Industrial Corporation plc Ordinary Shares
GTLB,$GTLB,GitLab Inc. Class A Common Stock
GTLS,$GTLS,Chart Industries Inc. Common Stock
GTN,$GTN,Gray Television Inc. Common Stock
GTX,$GTX,Garrett Motion Inc. Common Stock
GTY,$GTY,Getty Realty Corporation Common Stock
GUT,$GUT,Gabelli Utility Trust (The) Common Stock
GVA,$GVA,Granite Construction Incorporated Common Stock
GWRE,$GWRE,Guidewire Software Inc. Common Stock
GWRS,$GWRS,Global Water Resources Inc. Common Stock
GWW,$GWW,W.W. Grainger Inc. Common Stock
GXO,$GXO,GXO Logistics Inc. Common Stock 
$H,$H,Hyatt Hotels Corporation Class A Common Stock
HA,$HA,Hawaiian Holdings Inc. Common Stock
HAE,$HAE,Haemonetics Corporation Common Stock
HAFC,$HAFC,Hanmi Financial Corporation Common Stock
HAIN,$HAIN,Hain Celestial Group Inc. (The) Common Stock
HAL,$HAL,Halliburton Company Common Stock
HALO,$HALO,Halozyme Therapeutics Inc. Common Stock
HAS,$HAS,Hasbro Inc. Common Stock
HASI,$HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock
HAYN,$HAYN,Haynes International Inc. Common Stock
HAYW,$HAYW,Hayward Holdings Inc. Common Stock
HBAN,$HBAN,Huntington Bancshares Incorporated Common Stock
HBANM,$HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock
HBANP,$HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock
HBI,$HBI,Hanesbrands Inc. Common Stock
HBM,$HBM,Hudbay Minerals Inc. Ordinary Shares (Canada)
HBNC,$HBNC,Horizon Bancorp Inc. Common Stock
HBT,$HBT,HBT Financial Inc. Common Stock
HCA,$HCA,HCA Healthcare Inc. Common Stock
HCAT,$HCAT,Health Catalyst Inc Common Stock
HCC,$HCC,Warrior Met Coal Inc. Common Stock
HCCI,$HCCI,Heritage-Crystal Clean Inc. Common Stock
HCI,$HCI,HCI Group Inc. Common Stock
HCKT,$HCKT,Hackett Group Inc (The). Common Stock
HCM,$HCM,HUTCHMED (China) Limited American Depositary Shares
HCP,$HCP,HashiCorp Inc. Class A Common Stock
HCSG,$HCSG,Healthcare Services Group Inc. Common Stock
HCXY,$HCXY,Hercules Capital Inc. 6.25% Notes due 2033
HD,$HD,Home Depot Inc. (The) Common Stock
HDB,$HDB,HDFC Bank Limited Common Stock
HDSN,$HDSN,Hudson Technologies Inc. Common Stock
HE,$HE,Hawaiian Electric Industries Inc. Common Stock
HEES,$HEES,H&E Equipment Services Inc. Common Stock
HEI,$HEI,Heico Corporation Common Stock
HELE,$HELE,Helen of Troy Limited Common Stock
HEP,$HEP,Holly Energy Partners L.P. Common Stock
HEPS,$HEPS,D-Market Electronic Services & Trading American Depositary Shares
HES,$HES,Hess Corporation Common Stock
HESM,$HESM,Hess Midstream LP Class A Share
HFWA,$HFWA,Heritage Financial Corporation Common Stock
HGTY,$HGTY,Hagerty Inc. Class A Common Stock
HGV,$HGV,Hilton Grand Vacations Inc. Common Stock 
HHC,$HHC,Howard Hughes Corporation (The) Common Stock
HI,$HI,Hillenbrand Inc Common Stock
HIBB,$HIBB,Hibbett Inc. Common Stock
HIFS,$HIFS,Hingham Institution for Savings Common Stock
HIG,$HIG,Hartford Financial Services Group Inc. (The) Common Stock
HII,$HII,Huntington Ingalls Industries Inc. Common Stock
HIMS,$HIMS,Hims & Hers Health Inc. Class A Common Stock
HIMX,$HIMX,Himax Technologies Inc. American Depositary Shares
HIPO,$HIPO,Hippo Holdings Inc. Common Stock
HIVE,$HIVE,HIVE Digital Technologies Ltd. Common Shares
HIW,$HIW,Highwoods Properties Inc. Common Stock
HKD,$HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares)
HL,$HL,Hecla Mining Company Common Stock
HLF,$HLF,Herbalife Ltd. Common Shares
HLI,$HLI,Houlihan Lokey Inc. Class A Common Stock
HLIO,$HLIO,Helios Technologies Inc. Common Stock
HLIT,$HLIT,Harmonic Inc. Common Stock
HLLY,$HLLY,Holley Inc. Common Stock
HLMN,$HLMN,Hillman Solutions Corp. Common Stock
HLN,$HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares)
HLNE,$HLNE,Hamilton Lane Incorporated Class A Common Stock
HLT,$HLT,Hilton Worldwide Holdings Inc. Common Stock 
HLVX,$HLVX,HilleVax Inc. Common Stock
HLX,$HLX,Helix Energy Solutions Group Inc. Common Stock
HMC,$HMC,Honda Motor Company Ltd. Common Stock
HMN,$HMN,Horace Mann Educators Corporation Common Stock
HMPT,$HMPT,Home Point Capital Inc Common Stock
HMY,$HMY,Harmony Gold Mining Company Limited
HNI,$HNI,HNI Corporation Common Stock
HNRG,$HNRG,Hallador Energy Company Common Stock
HOG,$HOG,Harley-Davidson Inc. Common Stock
HOLI,$HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands)
HOLX,$HOLX,Hologic Inc. Common Stock
HOMB,$HOMB,Home BancShares Inc. Common Stock
HON,$HON,Honeywell International Inc. Common Stock
HONE,$HONE,HarborOne Bancorp Inc. Common Stock
HOOD,$HOOD,Robinhood Markets Inc. Class A Common Stock
HOPE,$HOPE,Hope Bancorp Inc. Common Stock
HOUS,$HOUS,Anywhere Real Estate Inc. Common Stock
HOV,$HOV,Hovnanian Enterprises Inc. Class A Common Stock
HP,$HP,Helmerich & Payne Inc. Common Stock
HPE,$HPE,Hewlett Packard Enterprise Company Common Stock
HPK,$HPK,HighPeak Energy Inc. Common Stock
HPKEW,$HPKEW,HighPeak Energy Inc. Warrant
HPP,$HPP,Hudson Pacific Properties Inc. Common Stock
HPQ,$HPQ,HP Inc. Common Stock
HQH,$HQH,Tekla Healthcare Investors Common Stock
HQI,$HQI,HireQuest Inc. Common Stock (DE)
HQL,$HQL,TeklaLife Sciences Investors Common Stock
HQY,$HQY,HealthEquity Inc. Common Stock
HR,$HR,Healthcare Realty Trust Incorporated Common Stock
HRB,$HRB,H&R Block Inc. Common Stock
HRI,$HRI,Herc Holdings Inc. Common Stock 
HRL,$HRL,Hormel Foods Corporation Common Stock
HRMY,$HRMY,Harmony Biosciences Holdings Inc. Common Stock
HROW,$HROW,Harrow Health Inc. Common Stock
HROWL,$HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026
HROWM,$HROWM,Harrow Health Inc. 11.875% Senior Notes due 2027
HRT,$HRT,HireRight Holdings Corporation Common Stock
HRZN,$HRZN,Horizon Technology Finance Corporation Common Stock
HSAI,$HSAI,Hesai Group American Depositary Share each ADS represents one Class B ordinary share
HSBC,$HSBC,HSBC Holdings plc. Common Stock
HSIC,$HSIC,Henry Schein Inc. Common Stock
HSII,$HSII,Heidrick & Struggles International Inc. Common Stock
HST,$HST,Host Hotels & Resorts Inc. Common Stock
HSTM,$HSTM,HealthStream Inc. Common Stock
HSY,$HSY,The Hershey Company Common Stock
HTBI,$HTBI,HomeTrust Bancshares Inc. Common Stock
HTBK,$HTBK,Heritage Commerce Corp Common Stock
HTFB,$HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026
HTFC,$HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027
HTGC,$HTGC,Hercules Capital Inc. Common Stock
HTH,$HTH,Hilltop Holdings Inc.
HTHT,$HTHT,H World Group Limited American Depositary Shares
HTIA,$HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock
HTIBP,$HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock
HTLD,$HTLD,Heartland Express Inc. Common Stock
HTLF,$HTLF,Heartland Financial USA Inc. Common Stock
HTLFP,$HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E
HTZ,$HTZ,Hertz Global Holdings Inc Common Stock
HTZWW,$HTZWW,Hertz Global Holdings Inc Warrant
HUBB,$HUBB,Hubbell Inc Common Stock
HUBG,$HUBG,Hub Group Inc. Class A Common Stock
HUBS,$HUBS,HubSpot Inc. Common Stock
HUM,$HUM,Humana Inc. Common Stock
HUMA,$HUMA,Humacyte Inc. Common Stock
HUN,$HUN,Huntsman Corporation Common Stock
HURN,$HURN,Huron Consulting Group Inc. Common Stock
HUT,$HUT,Hut 8 Mining Corp. Common Shares
HUYA,$HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share
HVT,$HVT,Haverty Furniture Companies Inc. Common Stock
HWC,$HWC,Hancock Whitney Corporation Common Stock
HWCPZ,$HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060
HWKN,$HWKN,Hawkins Inc. Common Stock
HWM,$HWM,Howmet Aerospace Inc. Common Stock
HXL,$HXL,Hexcel Corporation Common Stock
HY,$HY,Hyster-Yale Materials Handling Inc. Class A Common Stock
HYLN,$HYLN,Hyliion Holdings Corp. Class A Common Stock
HYZN,$HYZN,Hyzon Motors Inc. Class A Common Stock
HZNP,$HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares
HZO,$HZO,MarineMax Inc.  (FL) Common Stock
IAC,$IAC,IAC Inc. Common Stock
IAG,$IAG,Iamgold Corporation Ordinary Shares
IART,$IART,Integra LifeSciences Holdings Corporation Common Stock
IAS,$IAS,Integral Ad Science Holding Corp. Common Stock
IAUX,$IAUX,i-80 Gold Corp. Common Shares
IBCP,$IBCP,Independent Bank Corporation Common Stock
IBEX,$IBEX,IBEX Limited Common Shares
IBKR,$IBKR,Interactive Brokers Group Inc. Class A Common Stock
IBM,$IBM,International Business Machines Corporation Common Stock
IBN,$IBN,ICICI Bank Limited Common Stock
IBOC,$IBOC,International Bancshares Corporation Common Stock
IBP,$IBP,Installed Building Products Inc. Common Stock
IBRX,$IBRX,ImmunityBio Inc. Common Stock
IBTX,$IBTX,Independent Bank Group Inc Common Stock
ICE,$ICE,Intercontinental Exchange Inc. Common Stock
ICFI,$ICFI,ICF International Inc. Common Stock
ICHR,$ICHR,Ichor Holdings Ordinary Shares
ICL,$ICL,ICL Group Ltd. Ordinary Shares
ICLR,$ICLR,ICON plc Ordinary Shares
ICPT,$ICPT,Intercept Pharmaceuticals Inc. Common Stock
ICUI,$ICUI,ICU Medical Inc. Common Stock
ICVX,$ICVX,Icosavax Inc. Common Stock
IDA,$IDA,IDACORP Inc. Common Stock
IDBA,$IDBA,IDEX Biometrics ASA American Depositary Shares
IDCC,$IDCC,InterDigital Inc. Common Stock
IDT,$IDT,IDT Corporation Class B Common Stock
IDXX,$IDXX,IDEXX Laboratories Inc. Common Stock
IDYA,$IDYA,IDEAYA Biosciences Inc. Common Stock
IE,$IE,Ivanhoe Electric Inc. Common Stock
IEP,$IEP,Icahn Enterprises L.P. Common Stock
IESC,$IESC,IES Holdings Inc. Common Stock
IEX,$IEX,IDEX Corporation Common Stock
IFF,$IFF,International Flavors & Fragrances Inc. Common Stock
IFS,$IFS,Intercorp Financial Services Inc. Common Shares
IGIC,$IGIC,International General Insurance Holdings Ltd. Ordinary Share
IGMS,$IGMS,IGM Biosciences Inc. Common Stock
IGT,$IGT,International Game Technology Ordinary Shares
IHG,$IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IHRT,$IHRT,iHeartMedia Inc. Class A Common Stock
IHS,$IHS,IHS Holding Limited Ordinary Shares
IIIN,$IIIN,Insteel Industries Inc. Common Stock
IIIV,$IIIV,i3 Verticals Inc. Class A Common Stock
IIM,$IIM,Invesco Value Municipal Income Trust Common Stock
IIPR,$IIPR,Innovative Industrial Properties Inc. Common Stock
ILMN,$ILMN,Illumina Inc. Common Stock
IMAX,$IMAX,Imax Corporation Common Stock
IMCR,$IMCR,Immunocore Holdings plc American Depositary Shares
IMGN,$IMGN,ImmunoGen Inc. Common Stock
IMKTA,$IMKTA,Ingles Markets Incorporated Class A Common Stock
IMO,$IMO,Imperial Oil Limited Common Stock
IMOS,$IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares
IMPPP,$IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares
IMTX,$IMTX,Immatics N.V. Ordinary Shares
IMVT,$IMVT,Immunovant Inc. Common Stock
IMXI,$IMXI,International Money Express Inc. Common Stock
INBX,$INBX,Inhibrx Inc. Common Stock
INCY,$INCY,Incyte Corp. Common Stock
INDB,$INDB,Independent Bank Corp. Common Stock
INDI,$INDI,indie Semiconductor Inc. Class A Common Stock
INDIW,$INDIW,indie Semiconductor Inc. Warrant
INDV,$INDV,Indivior PLC Ordinary Shares
INFA,$INFA,Informatica Inc. Class A Common Stock
INFN,$INFN,Infinera Corporation Common Stock
INFY,$INFY,Infosys Limited American Depositary Shares
ING,$ING,ING Group N.V. Common Stock
INGR,$INGR,Ingredion Incorporated Common Stock
INMD,$INMD,InMode Ltd. Ordinary Shares
INN,$INN,Summit Hotel Properties Inc. Common Stock
INNV,$INNV,InnovAge Holding Corp. Common Stock
INOD,$INOD,Innodata Inc. Common Stock
INSE,$INSE,Inspired Entertainment Inc. Common Stock
INSM,$INSM,Insmed Incorporated Common Stock
INSP,$INSP,Inspire Medical Systems Inc. Common Stock
INST,$INST,Instructure Holdings Inc. Common Stock
INSW,$INSW,International Seaways Inc. Common Stock 
INTA,$INTA,Intapp Inc. Common Stock
INTC,$INTC,Intel Corporation Common Stock
INTR,$INTR,Inter & Co. Inc. Class A Common Shares
INTU,$INTU,Intuit Inc. Common Stock
INVA,$INVA,Innoviva Inc. Common Stock
INVH,$INVH,Invitation Homes Inc. Common Stock
INVZ,$INVZ,Innoviz Technologies Ltd. Ordinary shares
IONQ,$IONQ,IonQ Inc. Common Stock
IONR,$IONR,ioneer Ltd American Depositary Shares
IONS,$IONS,Ionis Pharmaceuticals Inc. Common Stock
IOSP,$IOSP,Innospec Inc. Common Stock
IOT,$IOT,Samsara Inc. Class A Common Stock
IOVA,$IOVA,Iovance Biotherapeutics Inc. Common Stock
IP,$IP,International Paper Company Common Stock
IPAR,$IPAR,Inter Parfums Inc. Common Stock
IPG,$IPG,Interpublic Group of Companies Inc. (The) Common Stock
